Filename,Predicted phases,Confidence
FeS_5_90_0.01_J05-右/J193_ZnIn2Te4.gk,['CrSiTe3_148'],[np.float64(46.5)]
FeS_5_90_0.01_J05-右/J193_ZnIn2Te4_2.gk,[],[]
FeS_5_90_0.01_J05-右/J215_ZnIn2Te4.gk,"['CrSiTe3_148', 'AlN_216']","[np.float64(48.5), np.float64(40.5)]"
FeS_5_90_0.01_J05-右/SmS-5-90-0.02.gk,['CrSiTe3_148'],[np.float64(61.5)]
FeS_5_90_0.01_J05-右/VZrSe_5_90_0.01_GK.gk,"['CrSiTe3_148', 'SiBiTe3_148']","[np.float64(65.0), np.float64(49.0)]"
corrupted_sample.txt,[],[]
粉末xrd实验数据/Bi2SeO2.xy,['CrSiTe3_148'],[np.float64(54.0)]
粉末xrd实验数据/Bi2SeO2_139.cif,[],[]
粉末xrd实验数据/Cr2CuSe4-POWDER.txt,['CrSiTe3_148'],[np.float64(99.0)]
粉末xrd实验数据/Cr2CuSe4.cif,[],[]
粉末xrd实验数据/Cr2CuSe4.xy,['AlN_216'],[np.float64(65.5)]
粉末xrd实验数据/Cr2CuSe41.txt,['AlN_216'],[np.float64(70.0)]
粉末xrd实验数据/Cr5Te8-powder.xy,['CrSiTe3_148'],[np.float64(87.5)]
粉末xrd实验数据/Cr5Te8_12.cif,[],[]
粉末xrd实验数据/CrGeTe3-L009-powder.xy,['CrSiTe3_148'],[np.float64(75.0)]
粉末xrd实验数据/CrGeTe3-b-2-powder.xy,['SiBiTe3_148'],[np.float64(46.5)]
粉末xrd实验数据/CrGeTe3-c-power.xy,"['SiBiTe3_148', 'AlN_216']","[np.float64(50.0), np.float64(47.5)]"
粉末xrd实验数据/CrGeTe3-f-power.xy,"['SiBiTe3_148', 'AlN_216']","[np.float64(50.0), np.float64(41.5)]"
粉末xrd实验数据/CrGeTe3-i-powder.xy,['SiBiTe3_148'],[np.float64(59.0)]
粉末xrd实验数据/CrGeTe3-l-power.xy,['SiBiTe3_148'],[np.float64(83.5)]
粉末xrd实验数据/CrI3.txt,"['AlN_216', 'SiBiTe3_148']","[np.float64(45.5), np.float64(45.5)]"
粉末xrd实验数据/Fe2TeSe_99.cif,[],[]
粉末xrd实验数据/Fe2TeSe_99.xy,"['SiBiTe3_148', 'CrSiTe3_148']","[np.float64(73.5), np.float64(48.5)]"
粉末xrd实验数据/HfSe2-粉末.gk,"['CrSiTe3_148', 'AlN_216']","[np.float64(45.5), np.float64(41.5)]"
粉末xrd实验数据/NbSeI-POWDER-1.txt,[],[]
粉末xrd实验数据/NbSeI-POWDER-2.txt,[],[]
粉末xrd实验数据/Sn(SbTe2)2-粉末.gk,"['CrSiTe3_148', 'SiBiTe3_148']","[np.float64(85.5), np.float64(44.5)]"
